bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
856415 records sent, 171283.0 records/sec (20.91 MB/sec), 254.1 ms avg latency, 1054.0 max latency.
351983 records sent, 70270.1 records/sec (17.16 MB/sec), 412.7 ms avg latency, 1348.0 max latency.
338587 records sent, 67528.3 records/sec (16.49 MB/sec), 391.5 ms avg latency, 1524.0 max latency.
337228 records sent, 66045.4 records/sec (16.12 MB/sec), 422.6 ms avg latency, 1530.0 max latency.
364466 records sent, 71268.3 records/sec (17.40 MB/sec), 399.5 ms avg latency, 1162.0 max latency.
339636 records sent, 67927.2 records/sec (16.58 MB/sec), 406.3 ms avg latency, 1275.0 max latency.
350799 records sent, 70047.7 records/sec (17.10 MB/sec), 399.4 ms avg latency, 1416.0 max latency.
350772 records sent, 70056.3 records/sec (17.10 MB/sec), 378.1 ms avg latency, 1397.0 max latency.
347217 records sent, 69208.1 records/sec (16.90 MB/sec), 410.0 ms avg latency, 1293.0 max latency.
345261 records sent, 69052.2 records/sec (16.86 MB/sec), 408.3 ms avg latency, 1249.0 max latency.
358128 records sent, 71625.6 records/sec (17.49 MB/sec), 385.5 ms avg latency, 1176.0 max latency.
345473 records sent, 67953.0 records/sec (16.59 MB/sec), 405.3 ms avg latency, 1061.0 max latency.
355156 records sent, 71031.2 records/sec (17.34 MB/sec), 369.3 ms avg latency, 1194.0 max latency.
355884 records sent, 70374.5 records/sec (17.18 MB/sec), 410.0 ms avg latency, 1487.0 max latency.
352535 records sent, 70507.0 records/sec (17.21 MB/sec), 388.0 ms avg latency, 1525.0 max latency.
343195 records sent, 68639.0 records/sec (16.76 MB/sec), 407.7 ms avg latency, 1291.0 max latency.
327395 records sent, 65283.2 records/sec (15.94 MB/sec), 412.4 ms avg latency, 1372.0 max latency.
363946 records sent, 71855.1 records/sec (17.54 MB/sec), 402.6 ms avg latency, 1192.0 max latency.
349901 records sent, 69980.2 records/sec (17.09 MB/sec), 399.9 ms avg latency, 1271.0 max latency.
328698 records sent, 65739.6 records/sec (16.05 MB/sec), 392.2 ms avg latency, 1393.0 max latency.
337843 records sent, 67568.6 records/sec (16.50 MB/sec), 434.1 ms avg latency, 1457.0 max latency.
332370 records sent, 65157.8 records/sec (15.91 MB/sec), 414.1 ms avg latency, 1386.0 max latency.
318243 records sent, 63648.6 records/sec (15.54 MB/sec), 413.8 ms avg latency, 1701.0 max latency.
344170 records sent, 67444.6 records/sec (16.47 MB/sec), 423.7 ms avg latency, 1601.0 max latency.
324543 records sent, 64727.4 records/sec (15.80 MB/sec), 405.6 ms avg latency, 1479.0 max latency.
350722 records sent, 70144.4 records/sec (17.13 MB/sec), 413.3 ms avg latency, 1520.0 max latency.
351173 records sent, 70234.6 records/sec (17.15 MB/sec), 405.1 ms avg latency, 1385.0 max latency.
331645 records sent, 66329.0 records/sec (16.19 MB/sec), 399.5 ms avg latency, 1470.0 max latency.
329964 records sent, 65625.3 records/sec (16.02 MB/sec), 402.0 ms avg latency, 1543.0 max latency.
334354 records sent, 66169.4 records/sec (16.15 MB/sec), 431.4 ms avg latency, 1569.0 max latency.
340810 records sent, 67647.9 records/sec (16.52 MB/sec), 399.8 ms avg latency, 1564.0 max latency.
330076 records sent, 65595.4 records/sec (16.01 MB/sec), 424.7 ms avg latency, 1635.0 max latency.
336781 records sent, 66994.4 records/sec (16.36 MB/sec), 421.4 ms avg latency, 1258.0 max latency.
325885 records sent, 64969.1 records/sec (15.86 MB/sec), 426.5 ms avg latency, 1454.0 max latency.
338810 records sent, 67694.3 records/sec (16.53 MB/sec), 409.8 ms avg latency, 1210.0 max latency.
329933 records sent, 65462.9 records/sec (15.98 MB/sec), 413.4 ms avg latency, 1536.0 max latency.
358791 records sent, 70781.4 records/sec (17.28 MB/sec), 403.5 ms avg latency, 1568.0 max latency.
281788 records sent, 56357.6 records/sec (13.76 MB/sec), 488.8 ms avg latency, 1749.0 max latency.
268755 records sent, 53751.0 records/sec (13.12 MB/sec), 512.0 ms avg latency, 1750.0 max latency.
279105 records sent, 55389.0 records/sec (13.52 MB/sec), 493.2 ms avg latency, 1892.0 max latency.
281067 records sent, 55967.1 records/sec (13.66 MB/sec), 507.6 ms avg latency, 1514.0 max latency.
262224 records sent, 51905.0 records/sec (12.67 MB/sec), 519.0 ms avg latency, 1641.0 max latency.
277433 records sent, 55375.8 records/sec (13.52 MB/sec), 516.3 ms avg latency, 1936.0 max latency.
289793 records sent, 57727.7 records/sec (14.09 MB/sec), 476.9 ms avg latency, 1783.0 max latency.
279257 records sent, 55298.4 records/sec (13.50 MB/sec), 504.6 ms avg latency, 1568.0 max latency.
262729 records sent, 52097.8 records/sec (12.72 MB/sec), 509.5 ms avg latency, 1776.0 max latency.
296841 records sent, 59025.9 records/sec (14.41 MB/sec), 481.0 ms avg latency, 1613.0 max latency.
285039 records sent, 56837.3 records/sec (13.88 MB/sec), 482.5 ms avg latency, 1576.0 max latency.
284897 records sent, 56695.9 records/sec (13.84 MB/sec), 477.1 ms avg latency, 2029.0 max latency.
290262 records sent, 58052.4 records/sec (14.17 MB/sec), 503.8 ms avg latency, 2077.0 max latency.
271191 records sent, 54238.2 records/sec (13.24 MB/sec), 481.7 ms avg latency, 1434.0 max latency.
278105 records sent, 55565.4 records/sec (13.57 MB/sec), 538.5 ms avg latency, 1811.0 max latency.
278689 records sent, 55394.4 records/sec (13.52 MB/sec), 487.1 ms avg latency, 1479.0 max latency.
260568 records sent, 51999.2 records/sec (12.70 MB/sec), 534.1 ms avg latency, 1809.0 max latency.
278543 records sent, 55586.3 records/sec (13.57 MB/sec), 490.4 ms avg latency, 1968.0 max latency.
260994 records sent, 52125.8 records/sec (12.73 MB/sec), 530.4 ms avg latency, 1684.0 max latency.
260491 records sent, 51797.8 records/sec (12.65 MB/sec), 517.4 ms avg latency, 1577.0 max latency.
276239 records sent, 54690.0 records/sec (13.35 MB/sec), 515.8 ms avg latency, 1585.0 max latency.
265751 records sent, 53150.2 records/sec (12.98 MB/sec), 520.0 ms avg latency, 1902.0 max latency.
280775 records sent, 56155.0 records/sec (13.71 MB/sec), 519.3 ms avg latency, 1592.0 max latency.
281463 records sent, 56012.5 records/sec (13.67 MB/sec), 459.8 ms avg latency, 1648.0 max latency.
261671 records sent, 52334.2 records/sec (12.78 MB/sec), 557.0 ms avg latency, 1857.0 max latency.
256269 records sent, 50696.1 records/sec (12.38 MB/sec), 497.7 ms avg latency, 1778.0 max latency.
265291 records sent, 52910.1 records/sec (12.92 MB/sec), 562.9 ms avg latency, 2017.0 max latency.
288035 records sent, 56655.2 records/sec (13.83 MB/sec), 483.6 ms avg latency, 1620.0 max latency.
254234 records sent, 50816.3 records/sec (12.41 MB/sec), 551.5 ms avg latency, 1929.0 max latency.
202496 records sent, 40185.8 records/sec (9.81 MB/sec), 641.3 ms avg latency, 2209.0 max latency.
213075 records sent, 42615.0 records/sec (10.40 MB/sec), 667.8 ms avg latency, 2042.0 max latency.
210157 records sent, 42031.4 records/sec (10.26 MB/sec), 659.6 ms avg latency, 2787.0 max latency.
190267 records sent, 38053.4 records/sec (9.29 MB/sec), 697.0 ms avg latency, 2847.0 max latency.
208499 records sent, 41699.8 records/sec (10.18 MB/sec), 652.8 ms avg latency, 2596.0 max latency.
196673 records sent, 39295.3 records/sec (9.59 MB/sec), 757.5 ms avg latency, 3014.0 max latency.
213925 records sent, 42785.0 records/sec (10.45 MB/sec), 648.2 ms avg latency, 2736.0 max latency.
219257 records sent, 42983.1 records/sec (10.49 MB/sec), 626.1 ms avg latency, 1994.0 max latency.
191992 records sent, 38123.9 records/sec (9.31 MB/sec), 714.5 ms avg latency, 1935.0 max latency.
192099 records sent, 37829.7 records/sec (9.24 MB/sec), 761.9 ms avg latency, 2165.0 max latency.
197553 records sent, 39510.6 records/sec (9.65 MB/sec), 722.8 ms avg latency, 2173.0 max latency.
196752 records sent, 39350.4 records/sec (9.61 MB/sec), 661.5 ms avg latency, 2350.0 max latency.
187540 records sent, 37463.0 records/sec (9.15 MB/sec), 749.8 ms avg latency, 2346.0 max latency.
180455 records sent, 35983.1 records/sec (8.78 MB/sec), 746.7 ms avg latency, 2284.0 max latency.
185552 records sent, 37110.4 records/sec (9.06 MB/sec), 770.7 ms avg latency, 2893.0 max latency.
215343 records sent, 42423.8 records/sec (10.36 MB/sec), 576.0 ms avg latency, 3199.0 max latency.
219002 records sent, 43704.3 records/sec (10.67 MB/sec), 667.7 ms avg latency, 3291.0 max latency.
364352 records sent, 72841.3 records/sec (17.78 MB/sec), 446.6 ms avg latency, 2840.0 max latency.
332604 records sent, 65901.3 records/sec (16.09 MB/sec), 405.1 ms avg latency, 1205.0 max latency.
358218 records sent, 70626.6 records/sec (17.24 MB/sec), 394.8 ms avg latency, 1429.0 max latency.
353960 records sent, 70792.0 records/sec (17.28 MB/sec), 383.2 ms avg latency, 1410.0 max latency.
275365 records sent, 54690.2 records/sec (13.35 MB/sec), 506.6 ms avg latency, 2431.0 max latency.
325123 records sent, 65024.6 records/sec (15.88 MB/sec), 439.5 ms avg latency, 1886.0 max latency.
240676 records sent, 46769.5 records/sec (11.42 MB/sec), 535.1 ms avg latency, 1780.0 max latency.
254593 records sent, 50867.7 records/sec (12.42 MB/sec), 578.8 ms avg latency, 1813.0 max latency.
350434 records sent, 70086.8 records/sec (17.11 MB/sec), 402.7 ms avg latency, 1788.0 max latency.
332874 records sent, 65243.8 records/sec (15.93 MB/sec), 405.5 ms avg latency, 1489.0 max latency.
327217 records sent, 65443.4 records/sec (15.98 MB/sec), 447.8 ms avg latency, 1861.0 max latency.
317718 records sent, 62777.7 records/sec (15.33 MB/sec), 401.8 ms avg latency, 1504.0 max latency.
345859 records sent, 66665.2 records/sec (16.28 MB/sec), 439.6 ms avg latency, 1518.0 max latency.
435104 records sent, 86295.9 records/sec (21.07 MB/sec), 321.0 ms avg latency, 1453.0 max latency.
305808 records sent, 59891.9 records/sec (14.62 MB/sec), 450.9 ms avg latency, 1824.0 max latency.
305224 records sent, 58889.4 records/sec (14.38 MB/sec), 474.9 ms avg latency, 1563.0 max latency.
60000000 records sent, 73305.184143 records/sec (17.90 MB/sec), 376.89 ms avg latency, 3291.00 ms max latency, 180 ms 50th, 792 ms 95th, 1158 ms 99th, 2773 ms 99.9th.
