bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
1005295 records sent, 198048.7 records/sec (24.18 MB/sec), 225.7 ms avg latency, 826.0 max latency.
361990 records sent, 72398.0 records/sec (17.68 MB/sec), 390.5 ms avg latency, 1422.0 max latency.
368226 records sent, 72343.0 records/sec (17.66 MB/sec), 368.5 ms avg latency, 1606.0 max latency.
338371 records sent, 67350.9 records/sec (16.44 MB/sec), 416.3 ms avg latency, 1387.0 max latency.
334174 records sent, 66173.1 records/sec (16.16 MB/sec), 392.6 ms avg latency, 1423.0 max latency.
332121 records sent, 66410.9 records/sec (16.21 MB/sec), 432.9 ms avg latency, 1488.0 max latency.
337324 records sent, 67410.9 records/sec (16.46 MB/sec), 413.7 ms avg latency, 1165.0 max latency.
348678 records sent, 69735.6 records/sec (17.03 MB/sec), 412.3 ms avg latency, 1212.0 max latency.
346876 records sent, 69375.2 records/sec (16.94 MB/sec), 383.6 ms avg latency, 1447.0 max latency.
342343 records sent, 68182.2 records/sec (16.65 MB/sec), 392.2 ms avg latency, 1586.0 max latency.
337430 records sent, 67486.0 records/sec (16.48 MB/sec), 421.8 ms avg latency, 1530.0 max latency.
351714 records sent, 69591.2 records/sec (16.99 MB/sec), 386.4 ms avg latency, 1319.0 max latency.
367627 records sent, 73525.4 records/sec (17.95 MB/sec), 403.1 ms avg latency, 1259.0 max latency.
329538 records sent, 65907.6 records/sec (16.09 MB/sec), 388.8 ms avg latency, 1137.0 max latency.
348050 records sent, 69360.3 records/sec (16.93 MB/sec), 405.1 ms avg latency, 1416.0 max latency.
349474 records sent, 69894.8 records/sec (17.06 MB/sec), 409.2 ms avg latency, 1227.0 max latency.
332360 records sent, 66246.8 records/sec (16.17 MB/sec), 404.8 ms avg latency, 1524.0 max latency.
343711 records sent, 68742.2 records/sec (16.78 MB/sec), 400.3 ms avg latency, 1383.0 max latency.
352567 records sent, 70009.3 records/sec (17.09 MB/sec), 389.2 ms avg latency, 1537.0 max latency.
363243 records sent, 72648.6 records/sec (17.74 MB/sec), 393.3 ms avg latency, 1395.0 max latency.
358196 records sent, 71639.2 records/sec (17.49 MB/sec), 375.0 ms avg latency, 1390.0 max latency.
360451 records sent, 72090.2 records/sec (17.60 MB/sec), 391.8 ms avg latency, 1341.0 max latency.
355594 records sent, 70192.3 records/sec (17.14 MB/sec), 394.7 ms avg latency, 1182.0 max latency.
345890 records sent, 68290.2 records/sec (16.67 MB/sec), 393.5 ms avg latency, 1423.0 max latency.
364039 records sent, 71972.9 records/sec (17.57 MB/sec), 398.5 ms avg latency, 1416.0 max latency.
335389 records sent, 67077.8 records/sec (16.38 MB/sec), 395.1 ms avg latency, 1480.0 max latency.
358264 records sent, 70929.3 records/sec (17.32 MB/sec), 395.1 ms avg latency, 1556.0 max latency.
353830 records sent, 68811.7 records/sec (16.80 MB/sec), 409.3 ms avg latency, 1262.0 max latency.
342036 records sent, 68407.2 records/sec (16.70 MB/sec), 403.1 ms avg latency, 1090.0 max latency.
358010 records sent, 71602.0 records/sec (17.48 MB/sec), 388.6 ms avg latency, 1272.0 max latency.
343797 records sent, 67823.4 records/sec (16.56 MB/sec), 406.0 ms avg latency, 1379.0 max latency.
391678 records sent, 77760.2 records/sec (18.98 MB/sec), 359.0 ms avg latency, 1212.0 max latency.
282929 records sent, 55389.4 records/sec (13.52 MB/sec), 462.3 ms avg latency, 1775.0 max latency.
263204 records sent, 52431.1 records/sec (12.80 MB/sec), 544.9 ms avg latency, 1738.0 max latency.
286885 records sent, 56831.4 records/sec (13.87 MB/sec), 504.1 ms avg latency, 1416.0 max latency.
286539 records sent, 57307.8 records/sec (13.99 MB/sec), 487.4 ms avg latency, 1382.0 max latency.
253804 records sent, 50020.5 records/sec (12.21 MB/sec), 534.5 ms avg latency, 1649.0 max latency.
261934 records sent, 50930.2 records/sec (12.43 MB/sec), 517.9 ms avg latency, 2124.0 max latency.
283104 records sent, 56474.0 records/sec (13.79 MB/sec), 525.5 ms avg latency, 1787.0 max latency.
284674 records sent, 56137.6 records/sec (13.71 MB/sec), 482.7 ms avg latency, 1622.0 max latency.
285040 records sent, 56837.5 records/sec (13.88 MB/sec), 478.4 ms avg latency, 1540.0 max latency.
271378 records sent, 54275.6 records/sec (13.25 MB/sec), 502.2 ms avg latency, 1845.0 max latency.
248267 records sent, 49613.7 records/sec (12.11 MB/sec), 556.2 ms avg latency, 2052.0 max latency.
284958 records sent, 56991.6 records/sec (13.91 MB/sec), 476.8 ms avg latency, 1572.0 max latency.
271042 records sent, 54208.4 records/sec (13.23 MB/sec), 534.8 ms avg latency, 2131.0 max latency.
295647 records sent, 58905.6 records/sec (14.38 MB/sec), 469.0 ms avg latency, 1539.0 max latency.
289452 records sent, 57294.5 records/sec (13.99 MB/sec), 484.7 ms avg latency, 1668.0 max latency.
266692 records sent, 53231.9 records/sec (13.00 MB/sec), 524.3 ms avg latency, 1770.0 max latency.
271951 records sent, 54119.6 records/sec (13.21 MB/sec), 522.3 ms avg latency, 1711.0 max latency.
279652 records sent, 55519.6 records/sec (13.55 MB/sec), 471.0 ms avg latency, 1774.0 max latency.
285872 records sent, 56788.2 records/sec (13.86 MB/sec), 519.5 ms avg latency, 1822.0 max latency.
265786 records sent, 52381.9 records/sec (12.79 MB/sec), 521.1 ms avg latency, 1571.0 max latency.
263167 records sent, 52298.7 records/sec (12.77 MB/sec), 523.6 ms avg latency, 1626.0 max latency.
276754 records sent, 54511.3 records/sec (13.31 MB/sec), 520.0 ms avg latency, 1586.0 max latency.
275737 records sent, 54742.3 records/sec (13.36 MB/sec), 469.8 ms avg latency, 1485.0 max latency.
296478 records sent, 59165.4 records/sec (14.44 MB/sec), 470.2 ms avg latency, 1553.0 max latency.
283065 records sent, 56579.1 records/sec (13.81 MB/sec), 528.7 ms avg latency, 1646.0 max latency.
267073 records sent, 53318.6 records/sec (13.02 MB/sec), 509.9 ms avg latency, 1472.0 max latency.
260642 records sent, 51479.8 records/sec (12.57 MB/sec), 520.3 ms avg latency, 2031.0 max latency.
268510 records sent, 53702.0 records/sec (13.11 MB/sec), 498.1 ms avg latency, 1711.0 max latency.
241765 records sent, 48353.0 records/sec (11.80 MB/sec), 583.3 ms avg latency, 2155.0 max latency.
200226 records sent, 40045.2 records/sec (9.78 MB/sec), 658.4 ms avg latency, 2326.0 max latency.
203337 records sent, 40667.4 records/sec (9.93 MB/sec), 686.6 ms avg latency, 2266.0 max latency.
212884 records sent, 42576.8 records/sec (10.39 MB/sec), 633.1 ms avg latency, 2689.0 max latency.
[2015-03-20 06:39:58,216] WARN Error in I/O with ec2-54-68-237-193.us-west-2.compute.amazonaws.com/172.30.0.105 (org.apache.kafka.common.network.Selector)
java.io.EOFException
	at org.apache.kafka.common.network.NetworkReceive.readFrom(NetworkReceive.java:62)
	at org.apache.kafka.common.network.Selector.poll(Selector.java:248)
	at org.apache.kafka.clients.NetworkClient.poll(NetworkClient.java:192)
	at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:191)
	at org.apache.kafka.clients.producer.internals.Sender.run(Sender.java:122)
	at java.lang.Thread.run(Thread.java:745)
228168 records sent, 45633.6 records/sec (11.14 MB/sec), 626.6 ms avg latency, 2248.0 max latency.
203034 records sent, 40606.8 records/sec (9.91 MB/sec), 674.0 ms avg latency, 2801.0 max latency.
188752 records sent, 37421.1 records/sec (9.14 MB/sec), 734.4 ms avg latency, 2876.0 max latency.
217706 records sent, 43541.2 records/sec (10.63 MB/sec), 632.4 ms avg latency, 2603.0 max latency.
227879 records sent, 45187.2 records/sec (11.03 MB/sec), 625.6 ms avg latency, 2477.0 max latency.
186473 records sent, 37294.6 records/sec (9.11 MB/sec), 751.5 ms avg latency, 2596.0 max latency.
175452 records sent, 35090.4 records/sec (8.57 MB/sec), 754.0 ms avg latency, 2446.0 max latency.
177407 records sent, 35481.4 records/sec (8.66 MB/sec), 793.3 ms avg latency, 2422.0 max latency.
181380 records sent, 36181.9 records/sec (8.83 MB/sec), 748.1 ms avg latency, 2756.0 max latency.
180315 records sent, 35819.4 records/sec (8.74 MB/sec), 815.7 ms avg latency, 2809.0 max latency.
182062 records sent, 35656.5 records/sec (8.71 MB/sec), 790.9 ms avg latency, 2109.0 max latency.
178959 records sent, 35543.0 records/sec (8.68 MB/sec), 819.6 ms avg latency, 2669.0 max latency.
205351 records sent, 40825.2 records/sec (9.97 MB/sec), 584.1 ms avg latency, 2585.0 max latency.
235875 records sent, 47175.0 records/sec (11.52 MB/sec), 598.6 ms avg latency, 3130.0 max latency.
335907 records sent, 66450.4 records/sec (16.22 MB/sec), 471.4 ms avg latency, 2642.0 max latency.
339658 records sent, 67931.6 records/sec (16.58 MB/sec), 405.6 ms avg latency, 1137.0 max latency.
371239 records sent, 74247.8 records/sec (18.13 MB/sec), 394.1 ms avg latency, 1403.0 max latency.
347217 records sent, 69443.4 records/sec (16.95 MB/sec), 368.0 ms avg latency, 1264.0 max latency.
271232 records sent, 53245.4 records/sec (13.00 MB/sec), 493.1 ms avg latency, 2195.0 max latency.
279968 records sent, 55915.3 records/sec (13.65 MB/sec), 518.2 ms avg latency, 2436.0 max latency.
288925 records sent, 57785.0 records/sec (14.11 MB/sec), 474.1 ms avg latency, 1678.0 max latency.
238419 records sent, 47655.2 records/sec (11.63 MB/sec), 591.5 ms avg latency, 1854.0 max latency.
377564 records sent, 75332.0 records/sec (18.39 MB/sec), 366.5 ms avg latency, 1430.0 max latency.
318021 records sent, 63604.2 records/sec (15.53 MB/sec), 445.4 ms avg latency, 1791.0 max latency.
327831 records sent, 65566.2 records/sec (16.01 MB/sec), 419.2 ms avg latency, 1830.0 max latency.
314999 records sent, 62649.0 records/sec (15.30 MB/sec), 436.3 ms avg latency, 1506.0 max latency.
332148 records sent, 65797.9 records/sec (16.06 MB/sec), 409.1 ms avg latency, 1503.0 max latency.
403343 records sent, 79743.6 records/sec (19.47 MB/sec), 360.2 ms avg latency, 1528.0 max latency.
322753 records sent, 64550.6 records/sec (15.76 MB/sec), 427.1 ms avg latency, 1529.0 max latency.
311045 records sent, 62209.0 records/sec (15.19 MB/sec), 451.1 ms avg latency, 1909.0 max latency.
300478 records sent, 60095.6 records/sec (14.67 MB/sec), 462.6 ms avg latency, 1680.0 max latency.
504329 records sent, 100865.8 records/sec (24.63 MB/sec), 260.0 ms avg latency, 1491.0 max latency.
396174 records sent, 74792.1 records/sec (18.26 MB/sec), 369.1 ms avg latency, 1738.0 max latency.
387414 records sent, 77343.6 records/sec (18.88 MB/sec), 346.7 ms avg latency, 1592.0 max latency.
448591 records sent, 86217.8 records/sec (21.05 MB/sec), 323.9 ms avg latency, 1925.0 max latency.
232687 records sent, 46537.4 records/sec (11.36 MB/sec), 628.0 ms avg latency, 2490.0 max latency.
126033 records sent, 24029.2 records/sec (5.87 MB/sec), 790.6 ms avg latency, 3061.0 max latency.
249464 records sent, 49340.2 records/sec (12.05 MB/sec), 645.0 ms avg latency, 2931.0 max latency.
355560 records sent, 70800.5 records/sec (17.29 MB/sec), 433.1 ms avg latency, 2187.0 max latency.
351777 records sent, 70355.4 records/sec (17.18 MB/sec), 331.8 ms avg latency, 1700.0 max latency.
175498 records sent, 32124.8 records/sec (7.84 MB/sec), 879.4 ms avg latency, 3074.0 max latency.
183084 records sent, 36441.9 records/sec (8.90 MB/sec), 758.4 ms avg latency, 2799.0 max latency.
251683 records sent, 48215.1 records/sec (11.77 MB/sec), 583.6 ms avg latency, 3072.0 max latency.
388299 records sent, 77566.7 records/sec (18.94 MB/sec), 401.2 ms avg latency, 2473.0 max latency.
280353 records sent, 56037.0 records/sec (13.68 MB/sec), 464.0 ms avg latency, 2929.0 max latency.
130643 records sent, 25571.1 records/sec (6.24 MB/sec), 1112.8 ms avg latency, 4518.0 max latency.
118421 records sent, 22936.5 records/sec (5.60 MB/sec), 867.1 ms avg latency, 3383.0 max latency.
205094 records sent, 40863.5 records/sec (9.98 MB/sec), 824.0 ms avg latency, 3383.0 max latency.
532475 records sent, 106431.1 records/sec (25.98 MB/sec), 270.3 ms avg latency, 2310.0 max latency.
1209236 records sent, 241847.2 records/sec (59.04 MB/sec), 115.9 ms avg latency, 892.0 max latency.
60000000 records sent, 70400.886112 records/sec (17.19 MB/sec), 392.30 ms avg latency, 4518.00 ms max latency, 218 ms 50th, 1004 ms 95th, 1534 ms 99th, 2476 ms 99.9th.
