bin/kafka-run-class.sh org.apache.kafka.clients.tools.ProducerPerformance test-0 190000000 128 -1 acks=1 bootstrap.servers=ec2-54-68-208-77.us-west-2.compute.amazonaws.com:9092,ec2-54-68-237-193.us-west-2.compute.amazonaws.com:9092,ec2-54-68-181-243.us-west-2.compute.amazonaws.com:9092,ec2-54-69-44-82.us-west-2.compute.amazonaws.com:9092,ec2-54-69-78-228.us-west-2.compute.amazonaws.com:9092 buffer.memory=8000000 batch.size=4096
1234590 records sent, 246523.6 records/sec (30.09 MB/sec), 174.6 ms avg latency, 804.0 max latency.
334548 records sent, 66286.5 records/sec (16.18 MB/sec), 397.2 ms avg latency, 1275.0 max latency.
348506 records sent, 69701.2 records/sec (17.02 MB/sec), 408.9 ms avg latency, 1247.0 max latency.
326841 records sent, 64913.8 records/sec (15.85 MB/sec), 409.8 ms avg latency, 1399.0 max latency.
347868 records sent, 69434.7 records/sec (16.95 MB/sec), 421.6 ms avg latency, 1391.0 max latency.
343817 records sent, 67560.8 records/sec (16.49 MB/sec), 385.0 ms avg latency, 1140.0 max latency.
350525 records sent, 69232.7 records/sec (16.90 MB/sec), 414.6 ms avg latency, 1285.0 max latency.
338312 records sent, 67662.4 records/sec (16.52 MB/sec), 413.5 ms avg latency, 1326.0 max latency.
313117 records sent, 62585.8 records/sec (15.28 MB/sec), 433.9 ms avg latency, 1260.0 max latency.
357520 records sent, 70005.9 records/sec (17.09 MB/sec), 393.2 ms avg latency, 1571.0 max latency.
323873 records sent, 64401.1 records/sec (15.72 MB/sec), 410.6 ms avg latency, 1602.0 max latency.
327841 records sent, 65099.5 records/sec (15.89 MB/sec), 440.3 ms avg latency, 1535.0 max latency.
328681 records sent, 65736.2 records/sec (16.05 MB/sec), 419.5 ms avg latency, 1349.0 max latency.
347006 records sent, 69401.2 records/sec (16.94 MB/sec), 403.2 ms avg latency, 1362.0 max latency.
330183 records sent, 65878.5 records/sec (16.08 MB/sec), 400.8 ms avg latency, 1387.0 max latency.
331536 records sent, 66214.5 records/sec (16.17 MB/sec), 433.1 ms avg latency, 1660.0 max latency.
324309 records sent, 64861.8 records/sec (15.84 MB/sec), 434.9 ms avg latency, 1542.0 max latency.
317643 records sent, 62700.9 records/sec (15.31 MB/sec), 425.0 ms avg latency, 1428.0 max latency.
310660 records sent, 61456.0 records/sec (15.00 MB/sec), 440.3 ms avg latency, 1937.0 max latency.
342960 records sent, 67926.3 records/sec (16.58 MB/sec), 430.6 ms avg latency, 1546.0 max latency.
337178 records sent, 67381.7 records/sec (16.45 MB/sec), 401.4 ms avg latency, 1602.0 max latency.
350973 records sent, 70194.6 records/sec (17.14 MB/sec), 391.7 ms avg latency, 1544.0 max latency.
340566 records sent, 67425.5 records/sec (16.46 MB/sec), 422.2 ms avg latency, 1516.0 max latency.
329680 records sent, 65936.0 records/sec (16.10 MB/sec), 405.3 ms avg latency, 1580.0 max latency.
330123 records sent, 66024.6 records/sec (16.12 MB/sec), 405.4 ms avg latency, 1540.0 max latency.
334159 records sent, 66805.1 records/sec (16.31 MB/sec), 429.8 ms avg latency, 1453.0 max latency.
332764 records sent, 66539.5 records/sec (16.24 MB/sec), 399.8 ms avg latency, 1513.0 max latency.
359867 records sent, 71473.1 records/sec (17.45 MB/sec), 409.3 ms avg latency, 1548.0 max latency.
332824 records sent, 66538.2 records/sec (16.24 MB/sec), 400.2 ms avg latency, 1524.0 max latency.
347731 records sent, 68680.8 records/sec (16.77 MB/sec), 398.6 ms avg latency, 1282.0 max latency.
339241 records sent, 67323.1 records/sec (16.44 MB/sec), 417.9 ms avg latency, 1276.0 max latency.
330392 records sent, 65999.2 records/sec (16.11 MB/sec), 413.4 ms avg latency, 1206.0 max latency.
337005 records sent, 67119.1 records/sec (16.39 MB/sec), 395.1 ms avg latency, 1447.0 max latency.
383241 records sent, 76510.5 records/sec (18.68 MB/sec), 376.6 ms avg latency, 1744.0 max latency.
259944 records sent, 51957.6 records/sec (12.68 MB/sec), 517.0 ms avg latency, 1901.0 max latency.
271568 records sent, 53468.8 records/sec (13.05 MB/sec), 528.9 ms avg latency, 1700.0 max latency.
288380 records sent, 57549.4 records/sec (14.05 MB/sec), 488.4 ms avg latency, 1637.0 max latency.
265931 records sent, 53175.6 records/sec (12.98 MB/sec), 520.9 ms avg latency, 1550.0 max latency.
271970 records sent, 53983.7 records/sec (13.18 MB/sec), 518.2 ms avg latency, 1939.0 max latency.
280485 records sent, 56052.2 records/sec (13.68 MB/sec), 487.4 ms avg latency, 1879.0 max latency.
270355 records sent, 54027.8 records/sec (13.19 MB/sec), 509.3 ms avg latency, 1789.0 max latency.
269711 records sent, 53931.4 records/sec (13.17 MB/sec), 503.0 ms avg latency, 1696.0 max latency.
261986 records sent, 52303.1 records/sec (12.77 MB/sec), 523.6 ms avg latency, 1802.0 max latency.
285383 records sent, 56601.2 records/sec (13.82 MB/sec), 477.5 ms avg latency, 1912.0 max latency.
258448 records sent, 49980.3 records/sec (12.20 MB/sec), 563.6 ms avg latency, 2128.0 max latency.
239824 records sent, 46941.5 records/sec (11.46 MB/sec), 600.2 ms avg latency, 2567.0 max latency.
277689 records sent, 55515.6 records/sec (13.55 MB/sec), 499.9 ms avg latency, 1670.0 max latency.
262356 records sent, 51910.6 records/sec (12.67 MB/sec), 520.2 ms avg latency, 1739.0 max latency.
263113 records sent, 51389.3 records/sec (12.55 MB/sec), 513.1 ms avg latency, 1859.0 max latency.
276882 records sent, 54860.7 records/sec (13.39 MB/sec), 547.0 ms avg latency, 1906.0 max latency.
250949 records sent, 50189.8 records/sec (12.25 MB/sec), 514.2 ms avg latency, 2264.0 max latency.
254425 records sent, 50561.4 records/sec (12.34 MB/sec), 541.9 ms avg latency, 1976.0 max latency.
289565 records sent, 57601.9 records/sec (14.06 MB/sec), 506.8 ms avg latency, 1661.0 max latency.
266073 records sent, 52792.3 records/sec (12.89 MB/sec), 520.6 ms avg latency, 1507.0 max latency.
271125 records sent, 54225.0 records/sec (13.24 MB/sec), 533.5 ms avg latency, 1672.0 max latency.
285148 records sent, 56655.7 records/sec (13.83 MB/sec), 473.9 ms avg latency, 1453.0 max latency.
272066 records sent, 53842.5 records/sec (13.15 MB/sec), 498.7 ms avg latency, 1910.0 max latency.
261786 records sent, 51573.3 records/sec (12.59 MB/sec), 539.9 ms avg latency, 2346.0 max latency.
263110 records sent, 52622.0 records/sec (12.85 MB/sec), 519.3 ms avg latency, 1619.0 max latency.
280870 records sent, 56174.0 records/sec (13.71 MB/sec), 513.5 ms avg latency, 1736.0 max latency.
268937 records sent, 53776.6 records/sec (13.13 MB/sec), 523.2 ms avg latency, 1602.0 max latency.
289130 records sent, 57492.5 records/sec (14.04 MB/sec), 478.3 ms avg latency, 1615.0 max latency.
204374 records sent, 40622.9 records/sec (9.92 MB/sec), 627.3 ms avg latency, 2050.0 max latency.
222185 records sent, 44437.0 records/sec (10.85 MB/sec), 617.9 ms avg latency, 2278.0 max latency.
214583 records sent, 42882.3 records/sec (10.47 MB/sec), 632.0 ms avg latency, 2683.0 max latency.
181946 records sent, 36100.4 records/sec (8.81 MB/sec), 699.3 ms avg latency, 2817.0 max latency.
210804 records sent, 41309.8 records/sec (10.09 MB/sec), 695.7 ms avg latency, 2802.0 max latency.
182105 records sent, 36421.0 records/sec (8.89 MB/sec), 754.6 ms avg latency, 3021.0 max latency.
218612 records sent, 43195.4 records/sec (10.55 MB/sec), 663.7 ms avg latency, 2879.0 max latency.
194328 records sent, 38397.2 records/sec (9.37 MB/sec), 776.2 ms avg latency, 3052.0 max latency.
172526 records sent, 34505.2 records/sec (8.42 MB/sec), 690.8 ms avg latency, 2820.0 max latency.
173934 records sent, 34786.8 records/sec (8.49 MB/sec), 837.7 ms avg latency, 3091.0 max latency.
166621 records sent, 33046.6 records/sec (8.07 MB/sec), 817.5 ms avg latency, 3094.0 max latency.
172941 records sent, 34416.1 records/sec (8.40 MB/sec), 762.5 ms avg latency, 3083.0 max latency.
165278 records sent, 33049.0 records/sec (8.07 MB/sec), 911.4 ms avg latency, 3102.0 max latency.
187194 records sent, 37356.6 records/sec (9.12 MB/sec), 807.3 ms avg latency, 2340.0 max latency.
164789 records sent, 32592.8 records/sec (7.96 MB/sec), 750.9 ms avg latency, 2933.0 max latency.
185746 records sent, 37038.1 records/sec (9.04 MB/sec), 774.8 ms avg latency, 2867.0 max latency.
250372 records sent, 49954.5 records/sec (12.20 MB/sec), 561.4 ms avg latency, 2785.0 max latency.
273659 records sent, 54731.8 records/sec (13.36 MB/sec), 552.9 ms avg latency, 2740.0 max latency.
362140 records sent, 72168.2 records/sec (17.62 MB/sec), 396.4 ms avg latency, 1229.0 max latency.
312929 records sent, 62039.8 records/sec (15.15 MB/sec), 423.3 ms avg latency, 1400.0 max latency.
356227 records sent, 70234.0 records/sec (17.15 MB/sec), 404.7 ms avg latency, 1323.0 max latency.
279604 records sent, 55334.3 records/sec (13.51 MB/sec), 484.8 ms avg latency, 1401.0 max latency.
283303 records sent, 56660.6 records/sec (13.83 MB/sec), 505.9 ms avg latency, 1873.0 max latency.
327954 records sent, 63705.1 records/sec (15.55 MB/sec), 425.6 ms avg latency, 1677.0 max latency.
249013 records sent, 49802.6 records/sec (12.16 MB/sec), 545.8 ms avg latency, 1779.0 max latency.
311256 records sent, 61708.2 records/sec (15.07 MB/sec), 461.7 ms avg latency, 1946.0 max latency.
329278 records sent, 65697.9 records/sec (16.04 MB/sec), 432.4 ms avg latency, 1793.0 max latency.
344489 records sent, 66995.1 records/sec (16.36 MB/sec), 372.9 ms avg latency, 1279.0 max latency.
328843 records sent, 65768.6 records/sec (16.06 MB/sec), 448.6 ms avg latency, 1711.0 max latency.
351504 records sent, 69673.7 records/sec (17.01 MB/sec), 391.3 ms avg latency, 1506.0 max latency.
60000000 records sent, 73681.832025 records/sec (17.99 MB/sec), 374.53 ms avg latency, 3102.00 ms max latency, 427 ms 50th, 1422 ms 95th, 2346 ms 99th, 2856 ms 99.9th.
